5.553000000000000158e-01 2.340050125031137895e+01
8.303000000000000380e-01 2.442340125031137887e+01
1.151000000000000023e+00 2.557310125031137460e+01
6.855999999999999872e-01 2.375600125031137821e+01
7.036000000000000032e-01 2.357630125031137425e+01
8.923999999999999710e-01 2.438800125031137611e+01
9.153999999999999915e-01 2.439430125031137919e+01
9.215999999999999748e-01 2.467020125031137923e+01
1.024699999999999944e+00 2.472230125031137504e+01
1.055299999999999905e+00 2.513660125031137937e+01
9.020000000000000240e-01 2.469600125031137594e+01
1.018299999999999983e+00 2.492650125031137520e+01
8.538999999999999924e-01 2.459880125031137510e+01
3.669000000000000039e-01 2.217420125031137701e+01
4.642999999999999905e-01 2.282570125031137565e+01
8.445000000000000284e-01 2.415950125031137929e+01
1.012699999999999934e+00 2.502180125031137692e+01
6.987999999999999767e-01 2.421090125031137319e+01
7.846999999999999531e-01 2.451150125031137605e+01
5.173999999999999710e-01 2.289030125031137430e+01
1.095699999999999896e+00 2.551010125031137932e+01
6.130999999999999783e-01 2.345960125031137977e+01
6.724999999999999867e-01 2.358300125031137640e+01
9.636000000000000121e-01 2.457500125031137372e+01
9.041000000000000147e-01 2.474990125031137467e+01
7.416000000000000369e-01 2.375720125031137542e+01
1.024699999999999944e+00 2.494650125031137833e+01
9.408999999999999586e-01 2.437370125031137746e+01
1.079199999999999937e+00 2.504910125031137369e+01
6.352999999999999758e-01 2.339620125031137832e+01
1.081900000000000084e+00 2.544970125031137798e+01
5.372000000000000108e-01 2.343500125031137316e+01
1.236699999999999910e+00 2.535650125031137492e+01
1.003300000000000081e+00 2.504430125031137777e+01
6.448000000000000398e-01 2.340240125031137808e+01
8.625000000000000444e-01 2.431330125031137612e+01
6.749000000000000554e-01 2.372290125031137364e+01
7.096000000000000085e-01 2.426470125031137570e+01
1.101399999999999935e+00 2.514490125031137779e+01
6.552000000000000046e-01 2.377030125031137686e+01
5.383999999999999897e-01 2.324040125031137904e+01
6.860000000000000542e-01 2.398420125031137928e+01
6.430000000000000160e-01 2.374260125031137392e+01
1.010999999999999899e+00 2.524990125031137467e+01
7.762999999999999901e-01 2.418710125031137892e+01
3.256000000000000005e-01 2.181030125031137601e+01
8.353000000000000425e-01 2.461540125031137904e+01
8.766000000000000458e-01 2.420610125031137727e+01
2.482000000000000040e-01 2.126010125031137932e+01
6.679000000000000492e-01 2.382360125031137699e+01
9.341000000000000414e-01 2.454700125031137503e+01
6.473999999999999755e-01 2.382570125031137565e+01
1.091199999999999948e+00 2.553510125031137790e+01
4.697999999999999954e-01 2.256370125031137519e+01
8.307999999999999829e-01 2.432580125031137896e+01
9.115999999999999659e-01 2.489830125031137698e+01
1.284299999999999997e+00 2.577260125031137505e+01
3.431000000000000161e-01 2.196380125031137709e+01
7.118999999999999773e-01 2.422990125031137865e+01
2.016000000000000014e-01 2.083040125031137535e+01
9.792999999999999483e-01 2.511080125031137555e+01
3.039000000000000035e-01 2.201610125031137954e+01
9.136999999999999567e-01 2.530420125031137957e+01
1.016399999999999970e+00 2.463650125031137605e+01
8.699000000000000066e-01 2.431280125031137374e+01
2.957000000000000184e-01 2.165090125031137802e+01
5.279000000000000359e-01 2.292330125031137555e+01
6.152999999999999581e-01 2.343290125031137450e+01
8.329999999999999627e-01 2.441510125031137335e+01
7.322999999999999510e-01 2.399890125031137700e+01
8.852999999999999758e-01 2.456290125031137705e+01
6.346000000000000529e-01 2.380460125031137864e+01
9.426999999999999824e-01 2.475490125031137723e+01
8.819000000000000172e-01 2.452850125031137907e+01
7.601999999999999869e-01 2.408130125031137680e+01
1.017600000000000060e+00 2.529010125031137335e+01
8.494000000000000439e-01 2.486380125031137567e+01
8.790999999999999925e-01 2.421520125031137383e+01
9.475999999999999979e-01 2.451990125031137779e+01
9.972999999999999643e-01 2.520670125031137587e+01
6.039999999999999813e-01 2.363400125031137833e+01
7.884999999999999787e-01 2.424910125031137653e+01
9.121000000000000218e-01 2.453230125031137732e+01
2.505000000000000004e-01 2.124190125031137910e+01
6.483999999999999764e-01 2.336360125031137613e+01
1.154600000000000071e+00 2.574020125031137951e+01
5.574999999999999956e-01 2.308630125031137936e+01
6.223999999999999533e-01 2.362430125031137607e+01
7.416000000000000369e-01 2.432790125031137762e+01
3.321999999999999953e-01 2.186490125031137666e+01
7.256000000000000227e-01 2.396760125031137534e+01
6.713999999999999968e-01 2.386120125031137462e+01
6.223999999999999533e-01 2.367030125031137544e+01
7.521999999999999797e-01 2.396920125031137871e+01
6.742000000000000215e-01 2.385510125031137818e+01
8.777000000000000357e-01 2.462200125031137787e+01
1.125599999999999934e+00 2.493740125031137467e+01
6.911000000000000476e-01 2.373860125031137613e+01
4.941999999999999726e-01 2.305250125031137998e+01
5.046000000000000485e-01 2.295790125031138018e+01
8.182000000000000384e-01 2.433690125031137796e+01
