7.395000000000000462e-01 2.396160125031137511e+01
5.031999999999999806e-01 2.275510125031137676e+01
5.241999999999999993e-01 2.305170125031137474e+01
4.056000000000000161e-01 2.246540125031137336e+01
6.570000000000000284e-01 2.352900125031137435e+01
7.893999999999999906e-01 2.376320125031137565e+01
4.859999999999999876e-01 2.314670125031137360e+01
4.802000000000000157e-01 2.278990125031137381e+01
5.968999999999999861e-01 2.365110125031137756e+01
5.928999999999999826e-01 2.345290125031137762e+01
6.258000000000000229e-01 2.373860125031137613e+01
8.448999999999999844e-01 2.486990125031137921e+01
7.506000000000000449e-01 2.409320125031137394e+01
5.047000000000000375e-01 2.300890125031137501e+01
6.243999999999999551e-01 2.371170125031137843e+01
5.802000000000000490e-01 2.349180125031137578e+01
5.499000000000000554e-01 2.311110125031137841e+01
6.683000000000000052e-01 2.372800125031137952e+01
2.546999999999999820e-01 2.121420125031137616e+01
6.893000000000000238e-01 2.366710125031137579e+01
6.629000000000000448e-01 2.364920125031137843e+01
5.516999999999999682e-01 2.351670125031137815e+01
2.094999999999999918e-01 2.080990125031137694e+01
3.365000000000000213e-01 2.182340125031137745e+01
2.979999999999999871e-01 2.171440125031137569e+01
3.704000000000000070e-01 2.247180125031137976e+01
3.589999999999999858e-01 2.216730125031137533e+01
6.020999999999999686e-01 2.364840125031137319e+01
5.659999999999999476e-01 2.301220125031137798e+01
3.961999999999999966e-01 2.281700125031137816e+01
5.278000000000000469e-01 2.307760125031137477e+01
8.786000000000000476e-01 2.448330125031137783e+01
5.262000000000000011e-01 2.311980125031137590e+01
5.576999999999999735e-01 2.353880125031137993e+01
1.135999999999999899e+00 2.512840125031137717e+01
8.149999999999999467e-01 2.409100125031137907e+01
4.032000000000000028e-01 2.252950125031137674e+01
6.931000000000000494e-01 2.414230125031137675e+01
5.531000000000000361e-01 2.293880125031137851e+01
4.476999999999999869e-01 2.269940125031137512e+01
5.818999999999999728e-01 2.330970125031137741e+01
8.028999999999999471e-01 2.437550125031137327e+01
6.646999999999999575e-01 2.426640125031137529e+01
9.785000000000000364e-01 2.433760125031137989e+01
5.698999999999999622e-01 2.365130125031137709e+01
5.649999999999999467e-01 2.308150125031137634e+01
8.699999999999999956e-01 2.456820125031137536e+01
6.703999999999999959e-01 2.372840125031137859e+01
4.390999999999999903e-01 2.273800125031137753e+01
2.577999999999999736e-01 2.130260125031137619e+01
1.842999999999999916e-01 2.055890125031137927e+01
